,left_WHOLE_NAME,left_UID,similarity,right_requestID,right_wholeName
515,SEPANIR OIL AND GAS ENGINEERING,1273776,0.41370258,UU1234619,TMG ENGINEERING
516,RASTAFANN ERTEBAT ENGINEERING,3610305,0.41192177,UU1234619,TMG ENGINEERING
517,ALINMAA ENGINEERING AND CONTRACTING,2691975,0.41102445,UU1234619,TMG ENGINEERING
518,ALINMAA ENGINEERING AND CONTRACTING,2691974,0.41102445,UU1234619,TMG ENGINEERING
519,MAHAB GHODSS CONSULTING ENGINEERING,1304231,0.41098693,UU1234619,TMG ENGINEERING
520,D2 IMAGINEERING,4211075,0.40561694,UU1234619,TMG ENGINEERING
521,ARAB PETROLEUM ENGINEERING COMPANY,11541,0.39391956,UU1234619,TMG ENGINEERING
522,ASSOCIATED ENGINEERS,11549,0.39104554,UU1234619,TMG ENGINEERING
523,A ENGINEERING ELECTRONICS MEDIA PRINTING CO,3562450,0.39094225,UU1234619,TMG ENGINEERING
524,NPV ENGINEERING OPEN JOINT STOCK,4028701,0.38973632,UU1234619,TMG ENGINEERING
525,CHINA NUCLEAR ENGINEERING CORPORATION,1870695,0.38956758,UU1234619,TMG ENGINEERING
526,TAWU MECHANICAL ENGINEERING AND TRADING,5136122,0.38904986,UU1234619,TMG ENGINEERING
527,GHESHM SHIPPING LINES MARINE AND ENGINEERING SERVICES,4566351,0.38750443,UU1234619,TMG ENGINEERING
528,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.38705382,UU1234619,TMG ENGINEERING
529,TRY PHEAP ENGINEERING CONSTRUCTION CO,5425939,0.3807391,UU1234619,TMG ENGINEERING
530,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.37894416,UU1234619,TMG ENGINEERING
531,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855477,0.37030113,UU1234619,TMG ENGINEERING
532,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855779,0.37030113,UU1234619,TMG ENGINEERING
533,AL AMIR CO FOR ENGINEERING CONSTRUCTION AND GENERAL TRADE,6876478,0.37000966,UU1234619,TMG ENGINEERING
534,PARS SAZEH ENGINEERING AND CONSTRUCTION,4569207,0.36900955,UU1234619,TMG ENGINEERING
535,NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION,1305677,0.3535976,UU1234619,TMG ENGINEERING
536,LIMITED LIABILITY COMPANY BELINVESTENGINEERING,6919897,0.34882894,UU1234619,TMG ENGINEERING
537,GHADIR PAYMAN COUNSELING ENGINEERS,4568968,0.34164256,UU1234619,TMG ENGINEERING
538,DAMAVAND ELECTRICITY AND POWER ENGINEERING,4566400,0.33769038,UU1234619,TMG ENGINEERING
539,SAHEL CONSULTANT ENGINEERS,734185,0.33290446,UU1234619,TMG ENGINEERING
540,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,1208665,0.26289406,UU1234619,TMG ENGINEERING
541,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241046,0.25874364,UU1234619,TMG ENGINEERING
542,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241045,0.25874364,UU1234619,TMG ENGINEERING
543,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240973,0.25874364,UU1234619,TMG ENGINEERING
544,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240972,0.25874364,UU1234619,TMG ENGINEERING
545,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240971,0.25874364,UU1234619,TMG ENGINEERING
546,TMG ENGINEERING,34658,1.0,UU1234620,TMG ENGINEERING
547,VEB ENGINEERING,2273079,0.60545087,UU1234620,TMG ENGINEERING
548,A W A ENGINEERING,7303,0.58595157,UU1234620,TMG ENGINEERING
549,NICO ENGINEERING,1273763,0.585372,UU1234620,TMG ENGINEERING
550,MCS ENGINEERING,2041733,0.5823681,UU1234620,TMG ENGINEERING
551,SEPASAD ENGINEERING,734184,0.554969,UU1234620,TMG ENGINEERING
552,FATER ENGINEERING INSTITUTE,1208660,0.5208769,UU1234620,TMG ENGINEERING
553,TECHNOTAR ENGINEERING,3007594,0.51376295,UU1234620,TMG ENGINEERING
554,EUROGROUP ENGINEERING,6492081,0.4930846,UU1234620,TMG ENGINEERING
555,MINES AND METALS ENGINEERING,1304220,0.4739157,UU1234620,TMG ENGINEERING
556,REY NIRU ENGINEERING,2041730,0.4704325,UU1234620,TMG ENGINEERING
557,MIRAGE FOR ENGINEERING AND TRADING,3312061,0.44017324,UU1234620,TMG ENGINEERING
558,HESCO ENGINEERING CONSTRUCTION,2873383,0.43581247,UU1234620,TMG ENGINEERING
559,HESCO ENGINEERING CONSTRUCTION,2873382,0.43581247,UU1234620,TMG ENGINEERING
560,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.43362463,UU1234620,TMG ENGINEERING
561,SADID CARAN SABA ENGINEERING,3572138,0.43302476,UU1234620,TMG ENGINEERING
562,SOMIC ENGINEERING AND MANAGEMENT,6155473,0.42566937,UU1234620,TMG ENGINEERING
563,CSSC OFFSHORE MARINE ENGINEERING GROUP COMPANY,522044,0.42004108,UU1234620,TMG ENGINEERING
564,SEPANIR OIL AND GAS ENGINEERING,1273776,0.41370258,UU1234620,TMG ENGINEERING
565,RASTAFANN ERTEBAT ENGINEERING,3610305,0.41192177,UU1234620,TMG ENGINEERING
566,ALINMAA ENGINEERING AND CONTRACTING,2691975,0.41102445,UU1234620,TMG ENGINEERING
567,ALINMAA ENGINEERING AND CONTRACTING,2691974,0.41102445,UU1234620,TMG ENGINEERING
568,MAHAB GHODSS CONSULTING ENGINEERING,1304231,0.41098693,UU1234620,TMG ENGINEERING
569,D2 IMAGINEERING,4211075,0.40561694,UU1234620,TMG ENGINEERING
570,ARAB PETROLEUM ENGINEERING COMPANY,11541,0.39391956,UU1234620,TMG ENGINEERING
571,ASSOCIATED ENGINEERS,11549,0.39104554,UU1234620,TMG ENGINEERING
572,A ENGINEERING ELECTRONICS MEDIA PRINTING CO,3562450,0.39094225,UU1234620,TMG ENGINEERING
573,NPV ENGINEERING OPEN JOINT STOCK,4028701,0.38973632,UU1234620,TMG ENGINEERING
574,CHINA NUCLEAR ENGINEERING CORPORATION,1870695,0.38956758,UU1234620,TMG ENGINEERING
575,TAWU MECHANICAL ENGINEERING AND TRADING,5136122,0.38904986,UU1234620,TMG ENGINEERING
576,GHESHM SHIPPING LINES MARINE AND ENGINEERING SERVICES,4566351,0.38750443,UU1234620,TMG ENGINEERING
577,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.38705382,UU1234620,TMG ENGINEERING
578,TRY PHEAP ENGINEERING CONSTRUCTION CO,5425939,0.3807391,UU1234620,TMG ENGINEERING
579,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.37894416,UU1234620,TMG ENGINEERING
580,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855477,0.37030113,UU1234620,TMG ENGINEERING
581,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855779,0.37030113,UU1234620,TMG ENGINEERING
582,AL AMIR CO FOR ENGINEERING CONSTRUCTION AND GENERAL TRADE,6876478,0.37000966,UU1234620,TMG ENGINEERING
583,PARS SAZEH ENGINEERING AND CONSTRUCTION,4569207,0.36900955,UU1234620,TMG ENGINEERING
584,NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION,1305677,0.3535976,UU1234620,TMG ENGINEERING
585,LIMITED LIABILITY COMPANY BELINVESTENGINEERING,6919897,0.34882894,UU1234620,TMG ENGINEERING
586,GHADIR PAYMAN COUNSELING ENGINEERS,4568968,0.34164256,UU1234620,TMG ENGINEERING
587,DAMAVAND ELECTRICITY AND POWER ENGINEERING,4566400,0.33769038,UU1234620,TMG ENGINEERING
588,SAHEL CONSULTANT ENGINEERS,734185,0.33290446,UU1234620,TMG ENGINEERING
589,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,1208665,0.26289406,UU1234620,TMG ENGINEERING
590,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241046,0.25874364,UU1234620,TMG ENGINEERING
591,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241045,0.25874364,UU1234620,TMG ENGINEERING
592,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240973,0.25874364,UU1234620,TMG ENGINEERING
593,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240972,0.25874364,UU1234620,TMG ENGINEERING
594,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240971,0.25874364,UU1234620,TMG ENGINEERING
595,MAMOUN DARKAZANLI IMPORTEXPORT,39164,1.0,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
596,DARKAZANLI,41199,0.56373805,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
597,GELERI IMPORT EXPORT,1672557,0.55492526,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
598,SAD IMPORT EXPORT,1508927,0.5529656,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
599,BARAKAT IMPORT EXPORT,234055,0.5005878,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
600,M D S IMPORT EXPORT CO,5425896,0.47644407,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
601,SEGOVIA IMPORT EXPORT,3012050,0.45878953,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
602,ROCK FISH IMPORT EXPORT,594078,0.45364076,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
603,KRADUMPORN IMPORT EXPORT COMPANY,376040,0.43063676,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
604,EXCLUSIVE IMPORT EXPORT,6674798,0.41213852,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
605,TRY PHEAP IMPORT EXPORT CO,5425923,0.4100831,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
606,BELS FLOWERS IMPORT EXPORT,757179,0.40052077,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
607,MOBILE ZONE INTERNATIONAL IMPORTEXPORT,5160847,0.38948378,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
608,GENETICA IMPORTEXPORT SPR DE RL DE,1346150,0.37621364,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
609,GLOBAL TECHNOLOGY IMPORT EXPORT SA GTI,1653097,0.34845555,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
610,KAZAN,319086,0.329086,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
611,CHINA NATIONAL PRECISION MACHINERY IMPORTEXPORT,87677,0.31914368,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
612,DALIAN GOLDEN SUN IMPORT AND EXPORT CO,5644862,0.31300506,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
613,IMPORTADORA Y EXPORTADORA LORENZANA,1886426,0.30992123,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
614,MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT,6918088,0.30931142,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
615,WUHAN SANJIANG IMPORT AND EXPORT CO,3610307,0.3074155,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
616,PANAMERICAN IMPORT AND EXPORT COMMERCIAL,53546,0.30268955,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
617,SANMING SINOEURO IMPORT AND EXPORT CO,5136107,0.29442316,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
618,DOLL EXPORT,1218426,0.29283735,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
619,DOLL EXPORT,1218422,0.29283735,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
620,CUBAEXPORT,53471,0.28746438,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
621,PREDSTAVNISTVO CASAGRANDE EXPORTIMPORT,2600459,0.27267808,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
622,NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY,3312059,0.27114335,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
623,COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,53467,0.2562658,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
624,IMPORTACIONES Y EXPORTACIONES NOBARO SA DE,1270447,0.25273243,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT
625,MAMOUN DARKAZANLI IMPORTEXPORT,39164,1.0,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
626,DARKAZANLI,41199,0.56373805,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
627,GELERI IMPORT EXPORT,1672557,0.55492526,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
628,SAD IMPORT EXPORT,1508927,0.5529656,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
629,BARAKAT IMPORT EXPORT,234055,0.5005878,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
630,M D S IMPORT EXPORT CO,5425896,0.47644407,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
631,SEGOVIA IMPORT EXPORT,3012050,0.45878953,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
632,ROCK FISH IMPORT EXPORT,594078,0.45364076,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
633,KRADUMPORN IMPORT EXPORT COMPANY,376040,0.43063676,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
634,EXCLUSIVE IMPORT EXPORT,6674798,0.41213852,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
635,TRY PHEAP IMPORT EXPORT CO,5425923,0.4100831,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
636,BELS FLOWERS IMPORT EXPORT,757179,0.40052077,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
637,MOBILE ZONE INTERNATIONAL IMPORTEXPORT,5160847,0.38948378,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
638,GENETICA IMPORTEXPORT SPR DE RL DE,1346150,0.37621364,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
639,GLOBAL TECHNOLOGY IMPORT EXPORT SA GTI,1653097,0.34845555,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
640,KAZAN,319086,0.329086,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
641,CHINA NATIONAL PRECISION MACHINERY IMPORTEXPORT,87677,0.31914368,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
642,DALIAN GOLDEN SUN IMPORT AND EXPORT CO,5644862,0.31300506,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
643,IMPORTADORA Y EXPORTADORA LORENZANA,1886426,0.30992123,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
644,MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT,6918088,0.30931142,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
645,WUHAN SANJIANG IMPORT AND EXPORT CO,3610307,0.3074155,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
646,PANAMERICAN IMPORT AND EXPORT COMMERCIAL,53546,0.30268955,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
647,SANMING SINOEURO IMPORT AND EXPORT CO,5136107,0.29442316,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
648,DOLL EXPORT,1218426,0.29283735,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
649,DOLL EXPORT,1218422,0.29283735,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
650,CUBAEXPORT,53471,0.28746438,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
651,PREDSTAVNISTVO CASAGRANDE EXPORTIMPORT,2600459,0.27267808,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
652,NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY,3312059,0.27114335,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
653,COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,53467,0.2562658,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
654,IMPORTACIONES Y EXPORTACIONES NOBARO SA DE,1270447,0.25273243,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT
655,KOREA MINING DEVELOPMENT TRADING,134742,1.0,WW1234623,KOREA MINING DEVELOPMENT TRADING
656,KOREA MINING DEVELOPMENT TRADING,2522148,1.0,WW1234623,KOREA MINING DEVELOPMENT TRADING
657,KOREA MINING DEVELOPMENT TRADING,2522146,1.0,WW1234623,KOREA MINING DEVELOPMENT TRADING
658,KOREA MINING DEVELOPMENT TRADING,2522147,1.0,WW1234623,KOREA MINING DEVELOPMENT TRADING
659,KOREA MINING DEVELOPMENT TRADING,2522145,1.0,WW1234623,KOREA MINING DEVELOPMENT TRADING
660,ZIMBABWE MINING DEVELOPMENT,913096,0.5251519,WW1234623,KOREA MINING DEVELOPMENT TRADING
661,NATIONAL INDUSTRIES AND MINING DEVELOPMENT,4568552,0.5143621,WW1234623,KOREA MINING DEVELOPMENT TRADING
662,VENTORA DEVELOPMENT,4280966,0.4525811,WW1234623,KOREA MINING DEVELOPMENT TRADING
663,TADBIR DRILLING DEVELOPMENT,2053154,0.43523377,WW1234623,KOREA MINING DEVELOPMENT TRADING
664,AMROGGANG DEVELOPMENT BANK,1102528,0.40704262,WW1234623,KOREA MINING DEVELOPMENT TRADING
665,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.4014155,WW1234623,KOREA MINING DEVELOPMENT TRADING
666,KOREA UNITED DEVELOPMENT BANK,1102538,0.39737302,WW1234623,KOREA MINING DEVELOPMENT TRADING
667,ROZARO DEVELOPMENT,3712962,0.3807131,WW1234623,KOREA MINING DEVELOPMENT TRADING
668,ACHIM DEVELOPMENT,2564035,0.37676725,WW1234623,KOREA MINING DEVELOPMENT TRADING
669,TOVASE DEVELOPMENT,5280920,0.376333,WW1234623,KOREA MINING DEVELOPMENT TRADING
670,NARENJESTAN HOTEL AND BUILDING DEVELOPMENT,4568506,0.37227884,WW1234623,KOREA MINING DEVELOPMENT TRADING
671,SIMATIC DEVELOPMENT,1629765,0.36394963,WW1234623,KOREA MINING DEVELOPMENT TRADING
672,KAVEH PARS MINING INDUSTRIES DEVELOPMENT,5202955,0.3603568,WW1234623,KOREA MINING DEVELOPMENT TRADING
673,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.35976112,WW1234623,KOREA MINING DEVELOPMENT TRADING
674,EKO DEVELOPMENT AND INVESTMENT,2861213,0.35968673,WW1234623,KOREA MINING DEVELOPMENT TRADING
675,NOVE DEVELOPMENT EOOD,6492086,0.35647577,WW1234623,KOREA MINING DEVELOPMENT TRADING
676,IRANIAN NOVIN INDUSTRY DEVELOPMENT,4066322,0.3494776,WW1234623,KOREA MINING DEVELOPMENT TRADING
677,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING,5427443,0.33715764,WW1234623,KOREA MINING DEVELOPMENT TRADING
678,SINO ZIM DEVELOPMENT,2280532,0.3355474,WW1234623,KOREA MINING DEVELOPMENT TRADING
679,GHADIR INVESTMENT AND INDUSTRY DEVELOPMENT,4568557,0.33109245,WW1234623,KOREA MINING DEVELOPMENT TRADING
680,SINA ENERGY DEVELOPMENT,3220034,0.3283959,WW1234623,KOREA MINING DEVELOPMENT TRADING
681,IRAN ZINC MINES DEVELOPMENT,1737418,0.32589427,WW1234623,KOREA MINING DEVELOPMENT TRADING
682,SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.32441685,WW1234623,KOREA MINING DEVELOPMENT TRADING
683,MININ,4447064,0.31950107,WW1234623,KOREA MINING DEVELOPMENT TRADING
684,UNION DEVELOPMENT GROUP CO,6029651,0.31768596,WW1234623,KOREA MINING DEVELOPMENT TRADING
685,ROMDOUL DEVELOPMENT CO,5425913,0.316269,WW1234623,KOREA MINING DEVELOPMENT TRADING
686,KORYO CREDIT DEVELOPMENT BANK,1102540,0.3125322,WW1234623,KOREA MINING DEVELOPMENT TRADING
687,IRAN ELECTRONIC DEVELOPMENT,1679212,0.30840757,WW1234623,KOREA MINING DEVELOPMENT TRADING
688,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,2956173,0.3069277,WW1234623,KOREA MINING DEVELOPMENT TRADING
689,SINA PAYA SANAT DEVELOPMENT,6155475,0.305951,WW1234623,KOREA MINING DEVELOPMENT TRADING
690,AMINI,4217199,0.3055381,WW1234623,KOREA MINING DEVELOPMENT TRADING
691,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT,1031034,0.30545646,WW1234623,KOREA MINING DEVELOPMENT TRADING
692,VENTORA MINING,6817740,0.3032867,WW1234623,KOREA MINING DEVELOPMENT TRADING
693,GHADIR REALTIME SYSTEMS DEVELOPMENT,4566249,0.3028159,WW1234623,KOREA MINING DEVELOPMENT TRADING
694,RADIATION APPLICATIONS DEVELOPMENT,4569105,0.30277455,WW1234623,KOREA MINING DEVELOPMENT TRADING
695,EQUIPMENT DEVELOPMENT DEPARTMENT,4419604,0.30025455,WW1234623,KOREA MINING DEVELOPMENT TRADING
696,ALAMER DEVELOPMENT AND REAL ESTATE INVESTMENT,6217757,0.2987681,WW1234623,KOREA MINING DEVELOPMENT TRADING
697,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,1055671,0.2931469,WW1234623,KOREA MINING DEVELOPMENT TRADING
698,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING,6155321,0.29251903,WW1234623,KOREA MINING DEVELOPMENT TRADING
699,NATIONAL DEVELOPMENT FUND OF IRAN,1523254,0.29240155,WW1234623,KOREA MINING DEVELOPMENT TRADING
700,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,4566394,0.29145128,WW1234623,KOREA MINING DEVELOPMENT TRADING
701,PARSIAN OIL AND GAS DEVELOPMENT,3284403,0.29042247,WW1234623,KOREA MINING DEVELOPMENT TRADING
702,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.2884946,WW1234623,KOREA MINING DEVELOPMENT TRADING
703,BEHSHAHR INDUSTRIAL DEVELOPMENT,4566406,0.28847697,WW1234623,KOREA MINING DEVELOPMENT TRADING
704,EXPORT DEVELOPMENT BANK OF IRAN,832095,0.28814462,WW1234623,KOREA MINING DEVELOPMENT TRADING
705,AGRICULTURAL DEVELOPMENT BANK,3584547,0.2871997,WW1234623,KOREA MINING DEVELOPMENT TRADING
706,TADBIR CONSTRUCTION DEVELOPMENT,2041511,0.2870402,WW1234623,KOREA MINING DEVELOPMENT TRADING
707,IRANIAN TITANIUM DEVELOPMENT,4569225,0.2862636,WW1234623,KOREA MINING DEVELOPMENT TRADING
708,KOREA TANGUN TRADING,782411,0.2862619,WW1234623,KOREA MINING DEVELOPMENT TRADING
709,PARS INTERNATIONAL INDUSTRY DEVELOPMENT,4569146,0.28436473,WW1234623,KOREA MINING DEVELOPMENT TRADING
710,INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.28400666,WW1234623,KOREA MINING DEVELOPMENT TRADING
711,DING,1062675,0.28392747,WW1234623,KOREA MINING DEVELOPMENT TRADING
712,RAZAVI OIL AND GAS DEVELOPMENT,2972564,0.2826704,WW1234623,KOREA MINING DEVELOPMENT TRADING
713,PARSIAN RAIL TRANSPORT DEVELOPMENT,1464252,0.28215525,WW1234623,KOREA MINING DEVELOPMENT TRADING
714,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING,6231490,0.2807637,WW1234623,KOREA MINING DEVELOPMENT TRADING
715,KOREA NAMGANG TRADING,5478390,0.27965698,WW1234623,KOREA MINING DEVELOPMENT TRADING
716,KOREA KUMSAN TRADING,2962244,0.27929038,WW1234623,KOREA MINING DEVELOPMENT TRADING
717,KOREA DAIZIN TRADING,6192241,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING
718,KOREA DAIZIN TRADING,6192263,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING
719,TECHNOLOGY AND DEVELOPMENT GROUP,34618,0.27807868,WW1234623,KOREA MINING DEVELOPMENT TRADING
720,IRAN MOBIN ELECTRONIC DEVELOPMENT,1285839,0.2757645,WW1234623,KOREA MINING DEVELOPMENT TRADING
721,CREDIT INSTITUTION FOR DEVELOPMENT,1679661,0.27574155,WW1234623,KOREA MINING DEVELOPMENT TRADING
722,JOINT STOCK COMPANY HALSDEVELOPMENT,1517157,0.2718939,WW1234623,KOREA MINING DEVELOPMENT TRADING
723,TADBIR ENERGY DEVELOPMENT GROUP,2037050,0.27111584,WW1234623,KOREA MINING DEVELOPMENT TRADING
724,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT,584118,0.2695237,WW1234623,KOREA MINING DEVELOPMENT TRADING
725,APEX DEVELOPMENT AND PROJECTS,4888159,0.26920176,WW1234623,KOREA MINING DEVELOPMENT TRADING
726,KOREA TAESONG TRADING,967026,0.26878148,WW1234623,KOREA MINING DEVELOPMENT TRADING
727,ADVANCED ELECTRONICS DEVELOPMENT,7314,0.26877785,WW1234623,KOREA MINING DEVELOPMENT TRADING
728,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273788,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING
729,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273786,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING
730,PETROIRAN DEVELOPMENT COMPANY PEDCO,629565,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING
731,KOREA PUGANG TRADING,369034,0.26548404,WW1234623,KOREA MINING DEVELOPMENT TRADING
732,IRANIAN PETROCHEMICAL INVESTMENT DEVELOPMENT MANAGEMENT,5016837,0.2647823,WW1234623,KOREA MINING DEVELOPMENT TRADING
733,GHADIR KHUZESTAN CONSTRUCTION INDUSTRY DEVELOPMENT,4568583,0.2629742,WW1234623,KOREA MINING DEVELOPMENT TRADING
734,BAGHMISHEH RESIDENTIAL DEVELOPMENT,4566435,0.2609492,WW1234623,KOREA MINING DEVELOPMENT TRADING
735,PERSIA OIL GAS INDUSTRY DEVELOPMENT,2041727,0.2605426,WW1234623,KOREA MINING DEVELOPMENT TRADING
736,KOREA UNPHA SHIPPING TRADING,3802405,0.26029962,WW1234623,KOREA MINING DEVELOPMENT TRADING
737,SINA PORT AND MARINE SERVICES DEVELOPMENT,1322523,0.25983855,WW1234623,KOREA MINING DEVELOPMENT TRADING
738,TADBIR ECONOMIC DEVELOPMENT GROUP,2041510,0.25967285,WW1234623,KOREA MINING DEVELOPMENT TRADING
739,KOREA MYONGDOK SHIPPING,3802402,0.2587664,WW1234623,KOREA MINING DEVELOPMENT TRADING
740,TIMEET TRADING,5832136,0.25656494,WW1234623,KOREA MINING DEVELOPMENT TRADING
741,KOREA RYONGWANG TRADING,369035,0.25348082,WW1234623,KOREA MINING DEVELOPMENT TRADING
742,MARINE INFORMATION TECHNOLOGY DEVELOPMENT,4569145,0.25270998,WW1234623,KOREA MINING DEVELOPMENT TRADING
743,GILAN ELECTRICITY TRANSMISSION DEVELOPMENT,4566366,0.25115848,WW1234623,KOREA MINING DEVELOPMENT TRADING
744,KOREA MINING DEVELOPMENT TRADING,134742,1.0,WW1234624,KOREA MINING DEVELOPMENT TRADING
745,KOREA MINING DEVELOPMENT TRADING,2522148,1.0,WW1234624,KOREA MINING DEVELOPMENT TRADING
746,KOREA MINING DEVELOPMENT TRADING,2522146,1.0,WW1234624,KOREA MINING DEVELOPMENT TRADING
747,KOREA MINING DEVELOPMENT TRADING,2522147,1.0,WW1234624,KOREA MINING DEVELOPMENT TRADING
